bg_dog_id,dog name,sex,call name,dna reg ,registrations,whelp date,deceased,sire,sire_id,dam,dam_id,litter id,litter id_id,stud book,frozen semen,data_source,last updated,registered_name,image_urls,image_paths,primary_image,microchip,coat_color,eye_color,bite,height,weight,tail,rescue type
193025,MIKES UTI SID,Male,SID,,"MET.BSH. 699/18 (MEOE), WS63733402 (AKC)","Nov 14, 2017",,MIKES UTI JJ SHREK,189385.0,MIKES UTI HEXE,189390.0,56450.0,56450.0,,,BG Dog Submission,1/17/2023 1:06:00 PM,MIKES UTI SID,https://bernergarde.org/DB/photos/Dog/BG193025-4.JPG|https://bernergarde.org/DB/photos/Dog/BG193025-4.JPG|https://bernergarde.org/DB/photos/Dog/BG193025-2.jpg|https://bernergarde.org/DB/photos/Dog/BG193025-1.JPG|https://bernergarde.org/DB/photos/Dog/BG193025-3.JPG,output/images/dog_193025_0.jpg|output/images/dog_193025_1.jpg|output/images/dog_193025_2.jpg|output/images/dog_193025_3.jpg|output/images/dog_193025_4.jpg,output/images/dog_193025_0.jpg,939000 ...,,,,,,,
193096,MIDNIGHT'S DUBLIN YOUR PLEASURE,Female,DUBLIN,V10000997 (AKC),WS72095101 (AKC),"Mar 18, 2021",,LAVISH'S CALL MY NAME,138335.0,MIDNIGHT HERE THERE AND EVERYWHERE,125601.0,57593.0,57593.0,"Apr, 2025",,BG Litter Submission,5/31/2025 2:26:00 PM,MIDNIGHT'S DUBLIN YOUR PLEASURE,https://bernergarde.org/DB/photos/Dog/BG193096-1.jpg|https://bernergarde.org/DB/photos/Dog/BG193096-1.jpg|https://bernergarde.org/DB/photos/Dog/BG193096-2.jpg,output/images/dog_193096_0.jpg|output/images/dog_193096_1.jpg|output/images/dog_193096_2.jpg,output/images/dog_193096_0.jpg,900115 ...,Normal,Dark Brown,Scissor,,,Normal,
193907,LUSION DEJA VU,Female,MIA,,ZKP II-132246 (ZKWP),"Jul 6, 2017",,RIDON HENNET ILLINOIS,77314.0,LUSION ALL MY LOVE,141179.0,59784.0,59784.0,,,BG Dog Submission,6/30/2021 8:08:00 PM,LUSION DEJA VU,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
193911,KRIZJE CROSS FROM THE BARKING BUNCH,Female,,,NHSB  3235423 (NHSB),"May 10, 2021",,NILSON VDW ASTRUM FELIX,159049.0,ANNA AKRISTA FROM THE BARKING BUNCH,160822.0,57732.0,57732.0,,,Dutch Dog Data,7/2/2021 7:27:00 AM,KRIZJE CROSS FROM THE BARKING BUNCH,https://bernergarde.org/DB/photos/Dog/BG193911-1.jpg|https://bernergarde.org/DB/photos/Dog/BG193911-1.jpg,output/images/dog_193911_0.jpg|output/images/dog_193911_1.jpg,output/images/dog_193911_0.jpg,,,,,,,,
193937,DE-LI'S STEPPING IN STYLE,Female,MINKA,,WS70934902 (AKC),"Dec 5, 2020",,DE LI'S HOMEBREW BY THE KEG V HEARTSDESIRE,128199.0,DE-LI'S EVERY MOMENT IS A BEGINNING,151603.0,57106.0,57106.0,,,,7/3/2021 4:01:00 PM,DE-LI'S STEPPING IN STYLE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
194056,NENASTABLES JARA,Female,,,NHSB  3236559 (NHSB),"May 19, 2021",,ELVIS V.D. BRABANTSE BERNERHOEVE,163007.0,HEIDY,182924.0,57778.0,57778.0,,,Dutch Dog Data,7/9/2021 7:35:00 AM,NENASTABLES JARA,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
194174,EBNET'S FAIREST OF THEM ALL,Female,LANEY,V10049114 (AKC),WS73162702 (AKC),"May 29, 2021",,RANGER VAN'T STOKERYBOS,153978.0,ONCE UPON A TIME FROM CHRISTOFLAND,155366.0,57814.0,57814.0,,,Breeder/Owner,1/24/2024 7:49:00 PM,EBNET'S FAIREST OF THEM ALL,https://bernergarde.org/DB/photos/Dog/BG194174-3.jpeg|https://bernergarde.org/DB/photos/Dog/BG194174-3.jpeg|https://bernergarde.org/DB/photos/Dog/BG194174-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG194174-2.jpeg|https://bernergarde.org/DB/photos/Dog/BG194174-4.jpeg,output/images/dog_194174_0.jpg|output/images/dog_194174_1.jpg|output/images/dog_194174_2.jpg|output/images/dog_194174_3.jpg|output/images/dog_194174_4.jpg,output/images/dog_194174_0.jpg,977200 ...,,,,,,,
194218,TRILLIUM'S DO ME A FAVOR @ BESPOKE,Female,GIADA,V10015520 (AKC),WS72510305 (AKC),"May 14, 2021",,TRILLIUM'S ODDS ON FAVORITE,116161.0,DIAMOND CREEKS SEA WORTHY SKIFF,149634.0,57601.0,57601.0,,,Breeder,7/20/2021 10:24:00 AM,TRILLIUM'S DO ME A FAVOR @ BESPOKE,https://bernergarde.org/DB/photos/Dog/BG194218-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG194218-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG194218-2.jpeg|https://bernergarde.org/DB/photos/Dog/BG194218-3.jpeg,output/images/dog_194218_0.jpg|output/images/dog_194218_1.jpg|output/images/dog_194218_2.jpg|output/images/dog_194218_3.jpg,output/images/dog_194218_0.jpg,981020 ...,Normal,Brown,Scissor,,,Normal,
194310,BIG COUNTRY'S ROSIE,Female,,,FL777025 (CKC),"Jun 25, 2018",,BIG COUNTRYS CHARLES,123505.0,BIGCOUNTRY'S SWEET MOLLY,147862.0,57861.0,57861.0,,,OFA,7/25/2021 6:11:00 PM,BIG COUNTRY'S ROSIE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
194323,EEFKE FAN DE SWADDEHOEKE,Female,,,NHSB 3238184 (NHSB),"May 29, 2021",,JAKE CAPTAIN V.H. OPPERSTOK,157994.0,AFKE FAN DE SWADDEHOEKE,157657.0,57864.0,57864.0,,,Dutch Dog Data,7/26/2021 10:29:00 AM,EEFKE FAN DE SWADDEHOEKE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
194368,PASTUREGREEN STORMY SKIES,Female,,,KC (KC),"Jan 25, 2021",,BERNSEGO LIFE IS GAME AT PASTUREGREEN,167541.0,BERNERVALLEY SUMMER QUEEN AT PASTUREGREEN,136825.0,57871.0,57871.0,,,GB KC Breed Record Supplement,7/26/2021 4:08:00 PM,PASTUREGREEN STORMY SKIES,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
194487,BRITT V.D. HOGE VELUWE,Female,,,NHSB  3238498 (NHSB),"Jun 8, 2021",,HOPE VOM SUNNEPAERKLI,192317.0,DANA V.D. HOGE VELUWE,166742.0,57896.0,57896.0,,,Dutch Dog Data,7/29/2021 6:36:00 AM,BRITT V.D. HOGE VELUWE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
194561,ELSA IRON HUND,Female,,,"BCU045-002492 (BCU), KC (KC)","Apr 7, 2020",,FIL ESPOSITO ALEXBERNS,155746.0,PENELOPA BERNER TAL,194559.0,57920.0,57920.0,,,GB KC Breed Record Supplement,7/29/2021 12:58:00 PM,ELSA IRON HUND,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
194565,EMERALD LIBERTY CHIANTY,Female,,,"BCU045-002540 (BCU), KC (KC)","Jul 20, 2020",,ELENBERNER FOOL EQUIP,156691.0,ALPEN FLOWER ZAVETNAYA MECHTA,145296.0,57922.0,57922.0,,,GB KC Breed Record Supplement,7/29/2021 1:12:00 PM,EMERALD LIBERTY CHIANTY,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
194617,RELENTLESS ROPER RULES,Male,ROPER,V974941 (AKC),WS73015101 (AKC),"Jun 11, 2021",,RELENTLESS RAGING BULL RULES,139192.0,RELENTLESS RUMOR RULES,139487.0,57945.0,57945.0,,,BG Litter Submission,7/31/2021 10:20:00 PM,RELENTLESS ROPER RULES,https://bernergarde.org/DB/photos/Dog/BG194617-2.jpg|https://bernergarde.org/DB/photos/Dog/BG194617-2.jpg|https://bernergarde.org/DB/photos/Dog/BG194617-1.jpg,output/images/dog_194617_0.jpg|output/images/dog_194617_1.jpg|output/images/dog_194617_2.jpg,output/images/dog_194617_0.jpg,,Normal,Dark Brown,Scissor,,,Normal,
194636,JOURNEY TO OBAN LITTLE BAY V SAPPHIRE,Male,OBAN,V10064382 (AKC),WS72701410 (AKC),"May 21, 2021",,CHALINA'S DEMPSEY,153871.0,JOURNEY'S RUMOR HAS IT VADEVI,140213.0,57856.0,57856.0,"Jun, 2023",Yes,Breeder/Owner,1/10/2025 1:06:00 AM,JOURNEY TO OBAN LITTLE BAY V SAPPHIRE,https://bernergarde.org/DB/photos/Dog/BG194636-6.JPG|https://bernergarde.org/DB/photos/Dog/BG194636-6.JPG|https://bernergarde.org/DB/photos/Dog/BG194636-5.jpg|https://bernergarde.org/DB/photos/Dog/BG194636-3.JPG|https://bernergarde.org/DB/photos/Dog/BG194636-4.JPG,output/images/dog_194636_0.jpg|output/images/dog_194636_1.jpg|output/images/dog_194636_2.jpg|output/images/dog_194636_3.jpg|output/images/dog_194636_4.jpg,output/images/dog_194636_0.jpg,985113 ...,Normal,Dark Brown,Scissor,,,Normal,
194669,BACKCOUNTRY PRANAYAMA,Female,PRIYA,V979548 (AKC),"JJ091345 (CKC), WS74052902 (AKC)","May 21, 2021",,BACKCOUNTRY YONA,155519.0,PLAINSONG'S CLASSIC COUNTRY,141972.0,57961.0,57961.0,,,Breeder/Owner,1/25/2026 6:14:00 PM,BACKCOUNTRY PRANAYAMA,https://bernergarde.org/DB/photos/Dog/BG194669-3.jpeg|https://bernergarde.org/DB/photos/Dog/BG194669-3.jpeg|https://bernergarde.org/DB/photos/Dog/BG194669-1.jpg|https://bernergarde.org/DB/photos/Dog/BG194669-2.jpeg,output/images/dog_194669_0.jpg|output/images/dog_194669_1.jpg|output/images/dog_194669_2.jpg|output/images/dog_194669_3.jpg,output/images/dog_194669_0.jpg,956000 ...,Normal,Dark Brown,Scissor,,,Normal,
194757,WHO IS WOUT FROM THE BARKING BUNCH,Male,WOUT,,NHSB 3240282 (NHSB),"Jun 17, 2021",,JAMES V.D. VLEUTSE HOEK,157712.0,BUULSE BUNNY FROM THE BARKING BUNCH,174650.0,57989.0,57989.0,,No,BG Dog Submission,4/25/2025 4:00:00 AM,WHO IS WOUT FROM THE BARKING BUNCH,https://bernergarde.org/DB/photos/Dog/BG194757-2.jpg|https://bernergarde.org/DB/photos/Dog/BG194757-2.jpg|https://bernergarde.org/DB/photos/Dog/BG194757-3.jpeg|https://bernergarde.org/DB/photos/Dog/BG194757-4.jpeg|https://bernergarde.org/DB/photos/Dog/BG194757-5.jpeg,output/images/dog_194757_0.jpg|output/images/dog_194757_1.jpg|output/images/dog_194757_2.jpg|output/images/dog_194757_3.jpg|output/images/dog_194757_4.jpg,output/images/dog_194757_0.jpg,,,,,,,,
194911,SENNA,Female,,,NHSB  3240708 (NHSB),"Jun 18, 2021",,ELVIS V.D. BRABANTSE BERNERHOEVE,163007.0,SAAR,175526.0,58020.0,58020.0,,,Dutch Dog Data,8/18/2021 4:56:00 AM,SENNA,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
195145,BOEF,Male,,,NHSB 3242262 (NHSB),"Jun 24, 2021",,SENNA,163299.0,VERA V.D. HOGE VELUWE,166747.0,58074.0,58074.0,,,Dutch Dog Data,8/28/2021 7:15:00 AM,BOEF,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
195152,BELNOIS CALL THE SWEET SHOTS,"Female (spayed Jun 15, 2025)",MEPILI,,HC3993438 (Ltd - CKC),"Feb 28, 2020",,CONSTANT VICTORY DRACULA,154560.0,BELNOIS STAND BY YOU,151294.0,58009.0,58009.0,,,BG Dog Submission,11/14/2025 1:29:00 PM,BELNOIS CALL THE SWEET SHOTS,https://bernergarde.org/DB/photos/Dog/BG195152-5.jpg|https://bernergarde.org/DB/photos/Dog/BG195152-5.jpg|https://bernergarde.org/DB/photos/Dog/BG195152-3.jpg|https://bernergarde.org/DB/photos/Dog/BG195152-1.JPG|https://bernergarde.org/DB/photos/Dog/BG195152-4.jpg,output/images/dog_195152_0.jpg|output/images/dog_195152_1.jpg|output/images/dog_195152_2.jpg|output/images/dog_195152_3.jpg|output/images/dog_195152_4.jpg,output/images/dog_195152_0.jpg,956000 ...,Normal,Dark Brown,Scissor,,,Normal,
195370,SUMMERS' PRISTINE FLY WATERS FOR THE HATCH,Male,HATCH,V10012834 (AKC),WS72637405 (AKC),"Apr 22, 2021",,WERLWIND'S NOVEL IDEA,150309.0,SUMMERS' CANTON SUR LAZY DAY ON THE RIVER,186913.0,58123.0,58123.0,"Apr, 2024",,Breeder/Owner,5/18/2025 7:59:00 PM,SUMMERS' PRISTINE FLY WATERS FOR THE HATCH,https://bernergarde.org/DB/photos/Dog/BG195370-2.jpg|https://bernergarde.org/DB/photos/Dog/BG195370-2.jpg|https://bernergarde.org/DB/photos/Dog/BG195370-3.jpeg|https://bernergarde.org/DB/photos/Dog/BG195370-5.jpeg|https://bernergarde.org/DB/photos/Dog/BG195370_Hatch-1.jpg,output/images/dog_195370_0.jpg|output/images/dog_195370_1.jpg|output/images/dog_195370_2.jpg|output/images/dog_195370_3.jpg|output/images/dog_195370_4.jpg,output/images/dog_195370_0.jpg,935141 ...,Normal,Dark Brown,Scissor,,,Normal,
195543,EXCUSE ME SIR VON SASAUNNA,Male,ENZO,,"772855 (SKG), FD-HE4053407 (CKC)","Mar 15, 2020",,JON BON JOVI LLOBU ASTUR,195544.0,NEW HOPE Z KRAINY ZEUSA,142658.0,58153.0,58153.0,,,BG Dog Submission,9/6/2021 2:11:00 PM,EXCUSE ME SIR VON SASAUNNA,https://bernergarde.org/DB/photos/Dog/BG195543-1.jpg|https://bernergarde.org/DB/photos/Dog/BG195543-1.jpg,output/images/dog_195543_0.jpg|output/images/dog_195543_1.jpg,output/images/dog_195543_0.jpg,756098 ...,,Brown,Scissor,,,Normal,
195635,ANOVA V.D. DRENTSE HOOGLANDEN,Female,,,NHSB 3245003 (NHSB),"Jul 14, 2021",,KAREL V.D. BERNERBERG,170885.0,DAIYA V.D. DRENTSE HOOGLANDEN,170830.0,58177.0,58177.0,,,Dutch Dog Data,9/11/2021 6:54:00 AM,ANOVA V.D. DRENTSE HOOGLANDEN,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
195735,KINGSLEY Z GORZYKKIEJ ZAGRODY,Male,MELVIN,V959768 (AKC),WS70542101 (AKC),"Jun 22, 2020",,BERNERDALENS NICKELBACK,146576.0,ELEONORA Z GORZYCKIEJ ZAGRODY,191117.0,57013.0,57013.0,,,BG Dog Submission,9/15/2021 9:46:00 PM,KINGSLEY Z GORZYKKIEJ ZAGRODY,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,616093 ...,Normal,Brown,Scissor,,,Normal,
195755,DENWOOD'S SUMMER VACATION,Female,SUMMER,V10005532 (AKC),WS73579501 (AKC),"Aug 11, 2021",,THALASSA'S SUMMER MAGIC,142987.0,DENWOOD'S PERFECTLY CHARMING,155751.0,58209.0,58209.0,,,Breeder/Owner,4/17/2025 12:46:00 PM,DENWOOD'S SUMMER VACATION,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,956000 ...,Normal,Brown,Scissor,,,Normal,
195876,SANTERA WINTER CLASSIC,Male,STERLING,,WS71406002 (AKC),"Feb 1, 2021",,SZERYF Z DEIKLWEJ DOLINY,141531.0,SANTERA CLASSICAL MEMORY V FIRESTORM,156345.0,58229.0,58229.0,,No,,9/24/2021 10:48:00 PM,SANTERA WINTER CLASSIC,https://bernergarde.org/DB/photos/Dog/BG195876-1.jpg|https://bernergarde.org/DB/photos/Dog/BG195876-1.jpg|https://bernergarde.org/DB/photos/Dog/BG195876-2.jpg|https://bernergarde.org/DB/photos/Dog/BG195876-3.jpg,output/images/dog_195876_0.jpg|output/images/dog_195876_1.jpg|output/images/dog_195876_2.jpg|output/images/dog_195876_3.jpg,output/images/dog_195876_0.jpg,982091 ...,,,,,,,
195897,CLOONEY BERSALTYNA,Male,,,NHSB  3234222 (NHSB),"Sep 29, 2020",,JUMPER TASMANSKA ELITTE,188524.0,VICTORIA BERSALTYNA,195896.0,58238.0,58238.0,,,Breeder/Owner,4/25/2025 4:03:00 AM,CLOONEY BERSALTYNA,https://bernergarde.org/DB/photos/Dog/BG195897-1.jpg|https://bernergarde.org/DB/photos/Dog/BG195897-1.jpg,output/images/dog_195897_0.jpg|output/images/dog_195897_1.jpg,output/images/dog_195897_0.jpg,941000 ...,,,,,,,
195944,HUGO SILNA DRUZYNA,Male,PEROGIE,V10008521 (AKC),WS71585201 (AKC),"May 22, 2017",,RICH RIOMADEA GRANDE,151702.0,ATENA SILNA DRUZYNA,151724.0,44111.0,44111.0,,,Pedigree (Official),5/13/2023 12:37:00 AM,HUGO SILNA DRUZYNA,https://bernergarde.org/DB/photos/Dog/BG195944-5.jpeg|https://bernergarde.org/DB/photos/Dog/BG195944-5.jpeg|https://bernergarde.org/DB/photos/Dog/BG195944-4.jpeg|https://bernergarde.org/DB/photos/Dog/BG195944-6.jpeg|https://bernergarde.org/DB/photos/Dog/BG195944-3.jpeg,output/images/dog_195944_0.jpg|output/images/dog_195944_1.jpg|output/images/dog_195944_2.jpg|output/images/dog_195944_3.jpg|output/images/dog_195944_4.jpg,output/images/dog_195944_0.jpg,,,,,,,,
195967,DONJA V.D. BERJANKO,Female,,,NHSB  3246802 (NHSB),"Jul 25, 2021",,PJOTTER VOM BAUSENBERG,165003.0,RAISA V.D. BERJANKO,172257.0,58254.0,58254.0,,,Dutch Dog Data,9/30/2021 10:30:00 AM,DONJA V.D. BERJANKO,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
196011,MILLENIUM STAR CHINZANO ASTI,Female,ASTI,V980080 (AKC),WS70565601 (AKC),"Jan 4, 2018",,MILLENIUM STAR MACKENZIE,196010.0,COSTAL FLIGHT FLAMENKO DLYA KLANA LEGATO,154941.0,58275.0,58275.0,,,BG Dog Submission,12/13/2022 6:50:00 PM,MILLENIUM STAR CHINZANO ASTI,https://bernergarde.org/DB/photos/Dog/BG196011-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG196011-1.jpeg,output/images/dog_196011_0.jpg|output/images/dog_196011_1.jpg,output/images/dog_196011_0.jpg,900215 ...,,,,,,,
196077,ARDERE FOR CORTIUM,Female,MOMO,V10144323 (AKC),WS71451908 (AKC),"Jan 25, 2021",,ONE OF A KIND VON ROMANSHOF,189421.0,LUX BOREALIS FOR CORTIUM,175789.0,58298.0,58298.0,,,BG Dog Submission,5/9/2023 6:43:00 PM,ARDERE FOR CORTIUM,https://bernergarde.org/DB/photos/Dog/BG196077-1.jpg|https://bernergarde.org/DB/photos/Dog/BG196077-1.jpg|https://bernergarde.org/DB/photos/Dog/BG196077-2.jpg,output/images/dog_196077_0.jpg|output/images/dog_196077_1.jpg|output/images/dog_196077_2.jpg,output/images/dog_196077_0.jpg,992000 ...,Normal,Dark Brown,Scissor,,,Normal,
196083,UP TO NORTH VON ROMANSHOF,Male,BOAZ,V10009881 (AKC),"WS73951301 (AKC), PKR.II-144732 (ZKWP)","Mar 27, 2021",,FERRARI ROJAUS BERNAS,157012.0,NEVER SAY NEVER VON ROMANSHOF,168293.0,58299.0,58299.0,,,BG Dog Submission,7/31/2023 2:27:00 PM,UP TO NORTH VON ROMANSHOF,https://bernergarde.org/DB/photos/Dog/BG196083-1.JPG|https://bernergarde.org/DB/photos/Dog/BG196083-1.JPG|https://bernergarde.org/DB/photos/Dog/BG196083-2.JPG|https://bernergarde.org/DB/photos/Dog/BG196083-3.jpg|https://bernergarde.org/DB/photos/Dog/BG196083-4.jpg,output/images/dog_196083_0.jpg|output/images/dog_196083_1.jpg|output/images/dog_196083_2.jpg|output/images/dog_196083_3.jpg|output/images/dog_196083_4.jpg,output/images/dog_196083_0.jpg,616093 ...,Normal,Brown,Scissor,,,Normal,
196279,DRIFTLESS I'VE GOT A SECRET V VINN,Female,AVOX,V10009165 (AKC),WS73777601 (AKC),"Jul 8, 2021",,ADESA'S BETTER WITH BUTTER N TALLPINE,141790.0,DRIFTLESS LET THE REBELLION BEGIN,143081.0,58360.0,58360.0,"Apr, 2024",,BG Dog Submission,11/9/2021 8:50:00 PM,DRIFTLESS I'VE GOT A SECRET V VINN,https://bernergarde.org/DB/photos/Dog/BG196279-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG196279-1.jpeg,output/images/dog_196279_0.jpg|output/images/dog_196279_1.jpg,output/images/dog_196279_0.jpg,,Normal,Dark Brown,,,,Normal,
196304,POWDER KEG FARM'S COMMANCHE,Male,BIX,V10056598 (AKC),WS74016701 (AKC),"Jul 15, 2021",,POWDERKEG FARM'S AVALON SUNSET,157004.0,ROMA VAN'T STOKERYBOS,153964.0,58366.0,58366.0,,,BG Dog Submission,11/9/2023 1:50:00 PM,POWDER KEG FARM'S COMMANCHE,https://bernergarde.org/DB/photos/Dog/BG196304-4.JPG|https://bernergarde.org/DB/photos/Dog/BG196304-4.JPG|https://bernergarde.org/DB/photos/Dog/BG196304-4.jpeg|https://bernergarde.org/DB/photos/Dog/BG196304-3.jpg|https://bernergarde.org/DB/photos/Dog/BG196304-2.jpg,output/images/dog_196304_0.jpg|output/images/dog_196304_1.jpg|output/images/dog_196304_2.jpg|output/images/dog_196304_3.jpg|output/images/dog_196304_4.jpg,output/images/dog_196304_0.jpg,956000 ...,,,,,,,
196315,PASTUREGREEN HERE AT LAST,Male,,,KC (KC),"Mar 25, 2021",,MILLENIUM STAR EMAIL OF HAPPINESS AT PASTUREGREEN,111324.0,PASTUREGREEN MISHA BEAR,147175.0,58373.0,58373.0,,,GB KC Breed Record Supplement,10/26/2021 1:02:00 PM,PASTUREGREEN HERE AT LAST,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
196455,SNOWBERN'S SNOWY SNOWMAN,Male,SNOWMAN,V959977 (AKC),WS66673301 (AKC),"Aug 21, 2019",,,,,,58406.0,58406.0,,,BG Litter Submission,2/26/2023 2:22:00 PM,SNOWBERN'S SNOWY SNOWMAN,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
196469,TREVI'S TERMINALLY PRETTY,Female,BELLA,V10023069 (AKC),WS73786502 (AKC),"Aug 21, 2021",,L-SIN'S SGT PEPPER,112487.0,TREVI'S WITCHY WOMAN,142497.0,58418.0,58418.0,,,BG Litter Submission,10/5/2025 2:00:00 AM,TREVI'S TERMINALLY PRETTY,https://bernergarde.org/DB/photos/Dog/BG196469-1.jpg|https://bernergarde.org/DB/photos/Dog/BG196469-1.jpg,output/images/dog_196469_0.jpg|output/images/dog_196469_1.jpg,output/images/dog_196469_0.jpg,990005 ...,Normal,Brown,Scissor,,,Normal,
196545,BABS V.D. BERNERBERG,Female,,,NHSB 3249866 (NHSB),"Aug 30, 2021",,KOBUS,169090.0,ESMEE V.D. BERNERBERG,174365.0,58436.0,58436.0,,,Dutch Dog Data,11/5/2021 12:22:00 PM,BABS V.D. BERNERBERG,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
196814,ANDOVER MOUNTAIN BERNESE - RHEN,Female,RHEN,,WS73876304 (AKC),"Aug 20, 2021",,DOMINIC II,115969.0,MADAM HOPE,196813.0,62854.0,62854.0,,,BG Dog Submission,11/29/2021 6:18:00 PM,ANDOVER MOUNTAIN BERNESE - RHEN,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
196817,ANDOVER MOUNTAIN BERNESE - RYEGATE,Male,RYEGATE,,WS74126203 (AKC),"Sep 22, 2021",,MUDDY PAW ACRES BRUTUS,196815.0,VALKYRIE'S HEART OF GOLD,196816.0,58539.0,58539.0,,No,BG Dog Submission,11/29/2021 6:49:00 PM,ANDOVER MOUNTAIN BERNESE - RYEGATE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
196847,BO V. LIETSECASHMIRHOF,Female,DYCKE,,NHSB  3252617 (NHSB),"Oct 10, 2021",,TAKE ME AS I AM STORMGUARD,192525.0,OMANI UUT 'T WAARKHUUS,138328.0,58551.0,58551.0,,,Breeder/Owner,10/29/2024 2:02:00 PM,BO V. LIETSECASHMIRHOF,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,528140 ...,,,,,,,
196901,LICORICE FERN'S TIME TRAVELER AT SWISS SILHOUETTE,Female,KASHMIR,V10024981 (AKC),WS74385801 (AKC),"Oct 3, 2021",,ADESA I'M STEPPING OUT,36953.0,SWISS SILHOUETTE'S BLUE MOON RISING,125170.0,58566.0,58566.0,,,Breeder/Owner,9/24/2025 1:45:00 PM,LICORICE FERN'S TIME TRAVELER AT SWISS SILHOUETTE,https://bernergarde.org/DB/photos/Dog/BG196901-3.jpeg|https://bernergarde.org/DB/photos/Dog/BG196901-3.jpeg|https://bernergarde.org/DB/photos/Dog/BG196901-2.jpg|https://bernergarde.org/DB/photos/Dog/BG196901-1.jpg|https://bernergarde.org/DB/photos/Dog/BG19601-3.jpg,output/images/dog_196901_0.jpg|output/images/dog_196901_1.jpg|output/images/dog_196901_2.jpg|output/images/dog_196901_3.jpg|output/images/dog_196901_4.jpg,output/images/dog_196901_0.jpg,985141 ...,Normal,Dark Brown,Scissor,,,Normal,
196947,LILACBREEZE INTENSE,Female,ISLA,,3100436205 (ANKC),"Aug 17, 2021",,BERNATION DENNIS THE MENACE,210223.0,LILACBREEZE CALM BFORTHE STORM,154656.0,58584.0,58584.0,,,BG Litter Submission,12/9/2021 7:34:00 PM,LILACBREEZE INTENSE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,956000 ...,Normal,Dark Brown,Scissor,,,Normal,
196986,VRONI MALIN UUT 'T WAARKHUUS,Female,,H528016 (RVB),NHSB 3253675 (NHSB),"Oct 16, 2021",,YAERON V.D. WUSTYNNEI,157588.0,REVA UUT 'T WAARKHUUS,156856.0,58595.0,58595.0,,,Breeder/Owner,11/5/2025 4:19:00 PM,VRONI MALIN UUT 'T WAARKHUUS,https://bernergarde.org/DB/photos/Dog/BG196986-1.jpg|https://bernergarde.org/DB/photos/Dog/BG196986-1.jpg,output/images/dog_196986_0.jpg|output/images/dog_196986_1.jpg,output/images/dog_196986_0.jpg,528140 ...,Normal,Dark Brown,Scissor,,,Normal,
197032,QUEENSTOWN IGOR IGNATIUS,Male,IGOR,V10088452 (AKC),WS72793501 (AKC),"Apr 22, 2021",,BLACKWATER OH BOY WHAT A BEER,153958.0,QUEENSTOWN HYACINTHA HELENA,135968.0,58608.0,58608.0,,,BG Litter Submission,5/16/2023 2:07:00 PM,QUEENSTOWN IGOR IGNATIUS,https://bernergarde.org/DB/photos/Dog/BG197032-1.JPG|https://bernergarde.org/DB/photos/Dog/BG197032-1.JPG,output/images/dog_197032_0.jpg|output/images/dog_197032_1.jpg,output/images/dog_197032_0.jpg,,Normal,Dark Brown,Scissor,,,Normal,
197049,BACKCOUNTRY PRELUDE TO GABRIETT,Female,TEMPO,V10054071 (AKC),"JU4127376 (CKC), WS76286301 (AKC)","Oct 7, 2021",,BACKCOUNTRY THE VINDICATOR,120195.0,MYRAMOUNTAIN JINDI BRIE,127145.0,58616.0,58616.0,,,Breeder/Owner,10/25/2023 6:20:00 PM,BACKCOUNTRY PRELUDE TO GABRIETT,https://bernergarde.org/DB/photos/Dog/BG197049-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG197049-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG197049-1.jpg,output/images/dog_197049_0.jpg|output/images/dog_197049_1.jpg|output/images/dog_197049_2.jpg,output/images/dog_197049_0.jpg,956000 ...,Normal,Brown,Scissor,,,Normal,
